"SIMBOLO","EMPRESA","REF_DATE","PRECO"
"AAPL","Apple Inc.",2010-01-04,7.643214
"AAPL","Apple Inc.",2010-01-05,7.656429
"AAPL","Apple Inc.",2010-01-06,7.534643
"AAPL","Apple Inc.",2010-01-07,7.520714
"AAPL","Apple Inc.",2010-01-08,7.570714
"AAPL","Apple Inc.",2010-01-11,7.503929
"AAPL","Apple Inc.",2010-01-12,7.418571
"AAPL","Apple Inc.",2010-01-13,7.523214
"AAPL","Apple Inc.",2010-01-14,7.479643
"AAPL","Apple Inc.",2010-01-15,7.354643
"AAPL","Apple Inc.",2010-01-19,7.68
"AAPL","Apple Inc.",2010-01-20,7.561786
"AAPL","Apple Inc.",2010-01-21,7.431071
"AAPL","Apple Inc.",2010-01-22,7.0625
"AAPL","Apple Inc.",2010-01-25,7.2525
"AAPL","Apple Inc.",2010-01-26,7.355
"AAPL","Apple Inc.",2010-01-27,7.424286
"AAPL","Apple Inc.",2010-01-28,7.1175
"AAPL","Apple Inc.",2010-01-29,6.859286
"AAPL","Apple Inc.",2010-02-01,6.954643
"AAPL","Apple Inc.",2010-02-02,6.995
"AAPL","Apple Inc.",2010-02-03,7.115357
"AAPL","Apple Inc.",2010-02-04,6.858929
"AAPL","Apple Inc.",2010-02-05,6.980714
"AAPL","Apple Inc.",2010-02-08,6.932857
"AAPL","Apple Inc.",2010-02-09,7.006786
"AAPL","Apple Inc.",2010-02-10,6.968571
"AAPL","Apple Inc.",2010-02-11,7.095357
"AAPL","Apple Inc.",2010-02-12,7.156429
"AAPL","Apple Inc.",2010-02-16,7.264286
"AAPL","Apple Inc.",2010-02-17,7.233929
"AAPL","Apple Inc.",2010-02-18,7.2475
"AAPL","Apple Inc.",2010-02-19,7.2025
"AAPL","Apple Inc.",2010-02-22,7.157857
"AAPL","Apple Inc.",2010-02-23,7.037857
"AAPL","Apple Inc.",2010-02-24,7.166429
"AAPL","Apple Inc.",2010-02-25,7.214286
"AAPL","Apple Inc.",2010-02-26,7.307857
"AAPL","Apple Inc.",2010-03-01,7.463929
"AAPL","Apple Inc.",2010-03-02,7.458929
"AAPL","Apple Inc.",2010-03-03,7.476071
"AAPL","Apple Inc.",2010-03-04,7.525357
"AAPL","Apple Inc.",2010-03-05,7.819643
"AAPL","Apple Inc.",2010-03-08,7.824286
"AAPL","Apple Inc.",2010-03-09,7.965
"AAPL","Apple Inc.",2010-03-10,8.03
"AAPL","Apple Inc.",2010-03-11,8.053571
"AAPL","Apple Inc.",2010-03-12,8.092857
"AAPL","Apple Inc.",2010-03-15,7.994286
"AAPL","Apple Inc.",2010-03-16,8.016071
"AAPL","Apple Inc.",2010-03-17,8.004286
"AAPL","Apple Inc.",2010-03-18,8.023214
"AAPL","Apple Inc.",2010-03-19,7.9375
"AAPL","Apple Inc.",2010-03-22,8.026786
"AAPL","Apple Inc.",2010-03-23,8.155714
"AAPL","Apple Inc.",2010-03-24,8.191786
"AAPL","Apple Inc.",2010-03-25,8.094643
"AAPL","Apple Inc.",2010-03-26,8.246429
"AAPL","Apple Inc.",2010-03-29,8.299643
"AAPL","Apple Inc.",2010-03-30,8.423214
"AAPL","Apple Inc.",2010-03-31,8.392857
"AAPL","Apple Inc.",2010-04-01,8.4275
"AAPL","Apple Inc.",2010-04-05,8.5175
"AAPL","Apple Inc.",2010-04-06,8.555
"AAPL","Apple Inc.",2010-04-07,8.592857
"AAPL","Apple Inc.",2010-04-08,8.569643
"AAPL","Apple Inc.",2010-04-09,8.635357
"AAPL","Apple Inc.",2010-04-12,8.653214
"AAPL","Apple Inc.",2010-04-13,8.658214
"AAPL","Apple Inc.",2010-04-14,8.774643
"AAPL","Apple Inc.",2010-04-15,8.89
"AAPL","Apple Inc.",2010-04-16,8.835714
"AAPL","Apple Inc.",2010-04-19,8.823929
"AAPL","Apple Inc.",2010-04-20,8.735357
"AAPL","Apple Inc.",2010-04-21,9.257857
"AAPL","Apple Inc.",2010-04-22,9.516786
"AAPL","Apple Inc.",2010-04-23,9.6725
"AAPL","Apple Inc.",2010-04-26,9.625
"AAPL","Apple Inc.",2010-04-27,9.358571
"AAPL","Apple Inc.",2010-04-28,9.342857
"AAPL","Apple Inc.",2010-04-29,9.594286
"AAPL","Apple Inc.",2010-04-30,9.324643
"AAPL","Apple Inc.",2010-05-03,9.5125
"AAPL","Apple Inc.",2010-05-04,9.238571
"AAPL","Apple Inc.",2010-05-05,9.1425
"AAPL","Apple Inc.",2010-05-06,8.794643
"AAPL","Apple Inc.",2010-05-07,8.423571
"AAPL","Apple Inc.",2010-05-10,9.071071
"AAPL","Apple Inc.",2010-05-11,9.161429
"AAPL","Apple Inc.",2010-05-12,9.360357
"AAPL","Apple Inc.",2010-05-13,9.227143
"AAPL","Apple Inc.",2010-05-14,9.065
"AAPL","Apple Inc.",2010-05-17,9.079286
"AAPL","Apple Inc.",2010-05-18,9.012857
"AAPL","Apple Inc.",2010-05-19,8.869286
"AAPL","Apple Inc.",2010-05-20,8.491429
"AAPL","Apple Inc.",2010-05-21,8.654286
"AAPL","Apple Inc.",2010-05-24,8.812857
"AAPL","Apple Inc.",2010-05-25,8.757857
"AAPL","Apple Inc.",2010-05-26,8.718214
"AAPL","Apple Inc.",2010-05-27,9.048214
"AAPL","Apple Inc.",2010-05-28,9.174286
"AAPL","Apple Inc.",2010-06-01,9.315357
"AAPL","Apple Inc.",2010-06-02,9.426786
"AAPL","Apple Inc.",2010-06-03,9.397143
"AAPL","Apple Inc.",2010-06-04,9.141429
"AAPL","Apple Inc.",2010-06-07,8.962143
"AAPL","Apple Inc.",2010-06-08,8.904643
"AAPL","Apple Inc.",2010-06-09,8.685714
"AAPL","Apple Inc.",2010-06-10,8.946786
"AAPL","Apple Inc.",2010-06-11,9.053929
"AAPL","Apple Inc.",2010-06-14,9.081429
"AAPL","Apple Inc.",2010-06-15,9.274643
"AAPL","Apple Inc.",2010-06-16,9.544643
"AAPL","Apple Inc.",2010-06-17,9.709643
"AAPL","Apple Inc.",2010-06-18,9.788214
"AAPL","Apple Inc.",2010-06-21,9.648929
"AAPL","Apple Inc.",2010-06-22,9.780357
"AAPL","Apple Inc.",2010-06-23,9.6775
"AAPL","Apple Inc.",2010-06-24,9.607143
"AAPL","Apple Inc.",2010-06-25,9.525
"AAPL","Apple Inc.",2010-06-28,9.582143
"AAPL","Apple Inc.",2010-06-29,9.148929
"AAPL","Apple Inc.",2010-06-30,8.983214
"AAPL","Apple Inc.",2010-07-01,8.874286
"AAPL","Apple Inc.",2010-07-02,8.819286
"AAPL","Apple Inc.",2010-07-06,8.879643
"AAPL","Apple Inc.",2010-07-07,9.238214
"AAPL","Apple Inc.",2010-07-08,9.2175
"AAPL","Apple Inc.",2010-07-09,9.272143
"AAPL","Apple Inc.",2010-07-12,9.188929
"AAPL","Apple Inc.",2010-07-13,8.992857
"AAPL","Apple Inc.",2010-07-14,9.026071
"AAPL","Apple Inc.",2010-07-15,8.980357
"AAPL","Apple Inc.",2010-07-16,8.925
"AAPL","Apple Inc.",2010-07-19,8.770714
"AAPL","Apple Inc.",2010-07-20,8.996071
"AAPL","Apple Inc.",2010-07-21,9.08
"AAPL","Apple Inc.",2010-07-22,9.250714
"AAPL","Apple Inc.",2010-07-23,9.283571
"AAPL","Apple Inc.",2010-07-26,9.26
"AAPL","Apple Inc.",2010-07-27,9.431429
"AAPL","Apple Inc.",2010-07-28,9.32
"AAPL","Apple Inc.",2010-07-29,9.218214
"AAPL","Apple Inc.",2010-07-30,9.1875
"AAPL","Apple Inc.",2010-08-02,9.351786
"AAPL","Apple Inc.",2010-08-03,9.354643
"AAPL","Apple Inc.",2010-08-04,9.392143
"AAPL","Apple Inc.",2010-08-05,9.346429
"AAPL","Apple Inc.",2010-08-06,9.288929
"AAPL","Apple Inc.",2010-08-09,9.348214
"AAPL","Apple Inc.",2010-08-10,9.264643
"AAPL","Apple Inc.",2010-08-11,8.935357
"AAPL","Apple Inc.",2010-08-12,8.9925
"AAPL","Apple Inc.",2010-08-13,8.896429
"AAPL","Apple Inc.",2010-08-16,8.844286
"AAPL","Apple Inc.",2010-08-17,8.998929
"AAPL","Apple Inc.",2010-08-18,9.038214
"AAPL","Apple Inc.",2010-08-19,8.924286
"AAPL","Apple Inc.",2010-08-20,8.915714
"AAPL","Apple Inc.",2010-08-23,8.778571
"AAPL","Apple Inc.",2010-08-24,8.568929
"AAPL","Apple Inc.",2010-08-25,8.674643
"AAPL","Apple Inc.",2010-08-26,8.581429
"AAPL","Apple Inc.",2010-08-27,8.629286
"AAPL","Apple Inc.",2010-08-30,8.660714
"AAPL","Apple Inc.",2010-08-31,8.682143
"AAPL","Apple Inc.",2010-09-01,8.940357
"AAPL","Apple Inc.",2010-09-02,9.006071
"AAPL","Apple Inc.",2010-09-03,9.241786
"AAPL","Apple Inc.",2010-09-07,9.2075
"AAPL","Apple Inc.",2010-09-08,9.39
"AAPL","Apple Inc.",2010-09-09,9.395357
"AAPL","Apple Inc.",2010-09-10,9.4075
"AAPL","Apple Inc.",2010-09-13,9.537143
"AAPL","Apple Inc.",2010-09-14,9.573571
"AAPL","Apple Inc.",2010-09-15,9.650714
"AAPL","Apple Inc.",2010-09-16,9.8775
"AAPL","Apple Inc.",2010-09-17,9.834643
"AAPL","Apple Inc.",2010-09-20,10.115357
"AAPL","Apple Inc.",2010-09-21,10.134643
"AAPL","Apple Inc.",2010-09-22,10.276786
"AAPL","Apple Inc.",2010-09-23,10.318571
"AAPL","Apple Inc.",2010-09-24,10.44
"AAPL","Apple Inc.",2010-09-27,10.398571
"AAPL","Apple Inc.",2010-09-28,10.245
"AAPL","Apple Inc.",2010-09-29,10.263214
"AAPL","Apple Inc.",2010-09-30,10.133929
"AAPL","Apple Inc.",2010-10-01,10.09
"AAPL","Apple Inc.",2010-10-04,9.951429
"AAPL","Apple Inc.",2010-10-05,10.319286
"AAPL","Apple Inc.",2010-10-06,10.328214
"AAPL","Apple Inc.",2010-10-07,10.329286
"AAPL","Apple Inc.",2010-10-08,10.5025
"AAPL","Apple Inc.",2010-10-11,10.548571
"AAPL","Apple Inc.",2010-10-12,10.662143
"AAPL","Apple Inc.",2010-10-13,10.719286
"AAPL","Apple Inc.",2010-10-14,10.796786
"AAPL","Apple Inc.",2010-10-15,11.240714
"AAPL","Apple Inc.",2010-10-18,11.357143
"AAPL","Apple Inc.",2010-10-19,11.053214
"AAPL","Apple Inc.",2010-10-20,11.090357
"AAPL","Apple Inc.",2010-10-21,11.054286
"AAPL","Apple Inc.",2010-10-22,10.981071
"AAPL","Apple Inc.",2010-10-25,11.03
"AAPL","Apple Inc.",2010-10-26,11.001786
"AAPL","Apple Inc.",2010-10-27,10.993929
"AAPL","Apple Inc.",2010-10-28,10.901429
"AAPL","Apple Inc.",2010-10-29,10.749286
"AAPL","Apple Inc.",2010-11-01,10.863571
"AAPL","Apple Inc.",2010-11-02,11.048571
"AAPL","Apple Inc.",2010-11-03,11.171429
"AAPL","Apple Inc.",2010-11-04,11.366786
"AAPL","Apple Inc.",2010-11-05,11.326071
"AAPL","Apple Inc.",2010-11-08,11.379286
"AAPL","Apple Inc.",2010-11-09,11.288571
"AAPL","Apple Inc.",2010-11-10,11.358214
"AAPL","Apple Inc.",2010-11-11,11.308929
"AAPL","Apple Inc.",2010-11-12,11.001071
"AAPL","Apple Inc.",2010-11-15,10.965714
"AAPL","Apple Inc.",2010-11-16,10.771071
"AAPL","Apple Inc.",2010-11-17,10.732143
"AAPL","Apple Inc.",2010-11-18,11.015357
"AAPL","Apple Inc.",2010-11-19,10.954643
"AAPL","Apple Inc.",2010-11-22,11.191429
"AAPL","Apple Inc.",2010-11-23,11.026071
"AAPL","Apple Inc.",2010-11-24,11.242857
"AAPL","Apple Inc.",2010-11-26,11.25
"AAPL","Apple Inc.",2010-11-29,11.316786
"AAPL","Apple Inc.",2010-11-30,11.1125
"AAPL","Apple Inc.",2010-12-01,11.3
"AAPL","Apple Inc.",2010-12-02,11.3625
"AAPL","Apple Inc.",2010-12-03,11.337143
"AAPL","Apple Inc.",2010-12-06,11.433929
"AAPL","Apple Inc.",2010-12-07,11.364643
"AAPL","Apple Inc.",2010-12-08,11.464643
"AAPL","Apple Inc.",2010-12-09,11.42
"AAPL","Apple Inc.",2010-12-10,11.448571
"AAPL","Apple Inc.",2010-12-13,11.488214
"AAPL","Apple Inc.",2010-12-14,11.438929
"AAPL","Apple Inc.",2010-12-15,11.441429
"AAPL","Apple Inc.",2010-12-16,11.473214
"AAPL","Apple Inc.",2010-12-17,11.450357
"AAPL","Apple Inc.",2010-12-20,11.5075
"AAPL","Apple Inc.",2010-12-21,11.578571
"AAPL","Apple Inc.",2010-12-22,11.612857
"AAPL","Apple Inc.",2010-12-23,11.557143
"AAPL","Apple Inc.",2010-12-27,11.595714
"AAPL","Apple Inc.",2010-12-28,11.623929
"AAPL","Apple Inc.",2010-12-29,11.6175
"AAPL","Apple Inc.",2010-12-30,11.559286
"AAPL","Apple Inc.",2010-12-31,11.52
"AAPL","Apple Inc.",2011-01-03,11.770357
"AAPL","Apple Inc.",2011-01-04,11.831786
"AAPL","Apple Inc.",2011-01-05,11.928571
"AAPL","Apple Inc.",2011-01-06,11.918929
"AAPL","Apple Inc.",2011-01-07,12.004286
"AAPL","Apple Inc.",2011-01-10,12.230357
"AAPL","Apple Inc.",2011-01-11,12.201429
"AAPL","Apple Inc.",2011-01-12,12.300714
"AAPL","Apple Inc.",2011-01-13,12.345714
"AAPL","Apple Inc.",2011-01-14,12.445714
"AAPL","Apple Inc.",2011-01-18,12.166071
"AAPL","Apple Inc.",2011-01-19,12.101429
"AAPL","Apple Inc.",2011-01-20,11.881429
"AAPL","Apple Inc.",2011-01-21,11.668571
"AAPL","Apple Inc.",2011-01-24,12.051786
"AAPL","Apple Inc.",2011-01-25,12.192857
"AAPL","Apple Inc.",2011-01-26,12.280357
"AAPL","Apple Inc.",2011-01-27,12.2575
"AAPL","Apple Inc.",2011-01-28,12.003571
"AAPL","Apple Inc.",2011-01-31,12.118571
"AAPL","Apple Inc.",2011-02-01,12.3225
"AAPL","Apple Inc.",2011-02-02,12.297143
"AAPL","Apple Inc.",2011-02-03,12.265714
"AAPL","Apple Inc.",2011-02-04,12.375
"AAPL","Apple Inc.",2011-02-07,12.567143
"AAPL","Apple Inc.",2011-02-08,12.685714
"AAPL","Apple Inc.",2011-02-09,12.791429
"AAPL","Apple Inc.",2011-02-10,12.662143
"AAPL","Apple Inc.",2011-02-11,12.744643
"AAPL","Apple Inc.",2011-02-14,12.827857
"AAPL","Apple Inc.",2011-02-15,12.853571
"AAPL","Apple Inc.",2011-02-16,12.968929
"AAPL","Apple Inc.",2011-02-17,12.796429
"AAPL","Apple Inc.",2011-02-18,12.52
"AAPL","Apple Inc.",2011-02-22,12.093214
"AAPL","Apple Inc.",2011-02-23,12.236429
"AAPL","Apple Inc.",2011-02-24,12.245714
"AAPL","Apple Inc.",2011-02-25,12.434286
"AAPL","Apple Inc.",2011-02-28,12.614643
"AAPL","Apple Inc.",2011-03-01,12.475357
"AAPL","Apple Inc.",2011-03-02,12.575714
"AAPL","Apple Inc.",2011-03-03,12.841429
"AAPL","Apple Inc.",2011-03-04,12.857143
"AAPL","Apple Inc.",2011-03-07,12.691429
"AAPL","Apple Inc.",2011-03-08,12.705714
"AAPL","Apple Inc.",2011-03-09,12.588214
"AAPL","Apple Inc.",2011-03-10,12.381071
"AAPL","Apple Inc.",2011-03-11,12.571071
"AAPL","Apple Inc.",2011-03-14,12.627143
"AAPL","Apple Inc.",2011-03-15,12.336786
"AAPL","Apple Inc.",2011-03-16,11.786071
"AAPL","Apple Inc.",2011-03-17,11.951429
"AAPL","Apple Inc.",2011-03-18,11.809643
"AAPL","Apple Inc.",2011-03-21,12.117857
"AAPL","Apple Inc.",2011-03-22,12.185714
"AAPL","Apple Inc.",2011-03-23,12.113929
"AAPL","Apple Inc.",2011-03-24,12.320357
"AAPL","Apple Inc.",2011-03-25,12.555
"AAPL","Apple Inc.",2011-03-28,12.515714
"AAPL","Apple Inc.",2011-03-29,12.534286
"AAPL","Apple Inc.",2011-03-30,12.451071
"AAPL","Apple Inc.",2011-03-31,12.446786
"AAPL","Apple Inc.",2011-04-01,12.305714
"AAPL","Apple Inc.",2011-04-04,12.185357
"AAPL","Apple Inc.",2011-04-05,12.103214
"AAPL","Apple Inc.",2011-04-06,12.072857
"AAPL","Apple Inc.",2011-04-07,12.074286
"AAPL","Apple Inc.",2011-04-08,11.966429
"AAPL","Apple Inc.",2011-04-11,11.814286
"AAPL","Apple Inc.",2011-04-12,11.871429
"AAPL","Apple Inc.",2011-04-13,12.004643
"AAPL","Apple Inc.",2011-04-14,11.872143
"AAPL","Apple Inc.",2011-04-15,11.695
"AAPL","Apple Inc.",2011-04-18,11.851786
"AAPL","Apple Inc.",2011-04-19,12.066429
"AAPL","Apple Inc.",2011-04-20,12.228929
"AAPL","Apple Inc.",2011-04-21,12.525
"AAPL","Apple Inc.",2011-04-25,12.6075
"AAPL","Apple Inc.",2011-04-26,12.515
"AAPL","Apple Inc.",2011-04-27,12.505357
"AAPL","Apple Inc.",2011-04-28,12.383929
"AAPL","Apple Inc.",2011-04-29,12.504643
"AAPL","Apple Inc.",2011-05-02,12.367143
"AAPL","Apple Inc.",2011-05-03,12.435714
"AAPL","Apple Inc.",2011-05-04,12.484643
"AAPL","Apple Inc.",2011-05-05,12.383929
"AAPL","Apple Inc.",2011-05-06,12.380714
"AAPL","Apple Inc.",2011-05-09,12.414286
"AAPL","Apple Inc.",2011-05-10,12.480357
"AAPL","Apple Inc.",2011-05-11,12.401071
"AAPL","Apple Inc.",2011-05-12,12.3775
"AAPL","Apple Inc.",2011-05-13,12.160714
"AAPL","Apple Inc.",2011-05-16,11.903571
"AAPL","Apple Inc.",2011-05-17,12.005
"AAPL","Apple Inc.",2011-05-18,12.138214
"AAPL","Apple Inc.",2011-05-19,12.161786
"AAPL","Apple Inc.",2011-05-20,11.972143
"AAPL","Apple Inc.",2011-05-23,11.942857
"AAPL","Apple Inc.",2011-05-24,11.863929
"AAPL","Apple Inc.",2011-05-25,12.027857
"AAPL","Apple Inc.",2011-05-26,11.964286
"AAPL","Apple Inc.",2011-05-27,12.050357
"AAPL","Apple Inc.",2011-05-31,12.4225
"AAPL","Apple Inc.",2011-06-01,12.339643
"AAPL","Apple Inc.",2011-06-02,12.360714
"AAPL","Apple Inc.",2011-06-03,12.265714
"AAPL","Apple Inc.",2011-06-06,12.072857
"AAPL","Apple Inc.",2011-06-07,11.858571
"AAPL","Apple Inc.",2011-06-08,11.865714
"AAPL","Apple Inc.",2011-06-09,11.838929
"AAPL","Apple Inc.",2011-06-10,11.639286
"AAPL","Apple Inc.",2011-06-13,11.664286
"AAPL","Apple Inc.",2011-06-14,11.872857
"AAPL","Apple Inc.",2011-06-15,11.669643
"AAPL","Apple Inc.",2011-06-16,11.612857
"AAPL","Apple Inc.",2011-06-17,11.437857
"AAPL","Apple Inc.",2011-06-20,11.261429
"AAPL","Apple Inc.",2011-06-21,11.617857
"AAPL","Apple Inc.",2011-06-22,11.521786
"AAPL","Apple Inc.",2011-06-23,11.829643
"AAPL","Apple Inc.",2011-06-24,11.655357
"AAPL","Apple Inc.",2011-06-27,11.858571
"AAPL","Apple Inc.",2011-06-28,11.973571
"AAPL","Apple Inc.",2011-06-29,11.93
"AAPL","Apple Inc.",2011-06-30,11.988214
"AAPL","Apple Inc.",2011-07-01,12.259286
"AAPL","Apple Inc.",2011-07-05,12.479643
"AAPL","Apple Inc.",2011-07-06,12.562857
"AAPL","Apple Inc.",2011-07-07,12.757143
"AAPL","Apple Inc.",2011-07-08,12.846786
"AAPL","Apple Inc.",2011-07-11,12.642857
"AAPL","Apple Inc.",2011-07-12,12.633929
"AAPL","Apple Inc.",2011-07-13,12.786429
"AAPL","Apple Inc.",2011-07-14,12.7775
"AAPL","Apple Inc.",2011-07-15,13.032857
"AAPL","Apple Inc.",2011-07-18,13.35
"AAPL","Apple Inc.",2011-07-19,13.458929
"AAPL","Apple Inc.",2011-07-20,13.817857
"AAPL","Apple Inc.",2011-07-21,13.831786
"AAPL","Apple Inc.",2011-07-22,14.046429
"AAPL","Apple Inc.",2011-07-25,14.232143
"AAPL","Apple Inc.",2011-07-26,14.4075
"AAPL","Apple Inc.",2011-07-27,14.021071
"AAPL","Apple Inc.",2011-07-28,13.993571
"AAPL","Apple Inc.",2011-07-29,13.945714
"AAPL","Apple Inc.",2011-08-01,14.169643
"AAPL","Apple Inc.",2011-08-02,13.889643
"AAPL","Apple Inc.",2011-08-03,14.020357
"AAPL","Apple Inc.",2011-08-04,13.4775
"AAPL","Apple Inc.",2011-08-05,13.343571
"AAPL","Apple Inc.",2011-08-08,12.614643
"AAPL","Apple Inc.",2011-08-09,13.3575
"AAPL","Apple Inc.",2011-08-10,12.988929
"AAPL","Apple Inc.",2011-08-11,13.346429
"AAPL","Apple Inc.",2011-08-12,13.463929
"AAPL","Apple Inc.",2011-08-15,13.693214
"AAPL","Apple Inc.",2011-08-16,13.588571
"AAPL","Apple Inc.",2011-08-17,13.587143
"AAPL","Apple Inc.",2011-08-18,13.073214
"AAPL","Apple Inc.",2011-08-19,12.715357
"AAPL","Apple Inc.",2011-08-22,12.73
"AAPL","Apple Inc.",2011-08-23,13.342857
"AAPL","Apple Inc.",2011-08-24,13.435
"AAPL","Apple Inc.",2011-08-25,13.347143
"AAPL","Apple Inc.",2011-08-26,13.699286
"AAPL","Apple Inc.",2011-08-29,13.9275
"AAPL","Apple Inc.",2011-08-30,13.928214
"AAPL","Apple Inc.",2011-08-31,13.743929
"AAPL","Apple Inc.",2011-09-01,13.608214
"AAPL","Apple Inc.",2011-09-02,13.358929
"AAPL","Apple Inc.",2011-09-06,13.562143
"AAPL","Apple Inc.",2011-09-07,13.711786
"AAPL","Apple Inc.",2011-09-08,13.719286
"AAPL","Apple Inc.",2011-09-09,13.481429
"AAPL","Apple Inc.",2011-09-12,13.569286
"AAPL","Apple Inc.",2011-09-13,13.736429
"AAPL","Apple Inc.",2011-09-14,13.903571
"AAPL","Apple Inc.",2011-09-15,14.034286
"AAPL","Apple Inc.",2011-09-16,14.303571
"AAPL","Apple Inc.",2011-09-19,14.701071
"AAPL","Apple Inc.",2011-09-20,14.766071
"AAPL","Apple Inc.",2011-09-21,14.719286
"AAPL","Apple Inc.",2011-09-22,14.350714
"AAPL","Apple Inc.",2011-09-23,14.439286
"AAPL","Apple Inc.",2011-09-26,14.398929
"AAPL","Apple Inc.",2011-09-27,14.259286
"AAPL","Apple Inc.",2011-09-28,14.178929
"AAPL","Apple Inc.",2011-09-29,13.948929
"AAPL","Apple Inc.",2011-09-30,13.618571
"AAPL","Apple Inc.",2011-10-03,13.378571
"AAPL","Apple Inc.",2011-10-04,13.303571
"AAPL","Apple Inc.",2011-10-05,13.508929
"AAPL","Apple Inc.",2011-10-06,13.4775
"AAPL","Apple Inc.",2011-10-07,13.207143
"AAPL","Apple Inc.",2011-10-10,13.886071
"AAPL","Apple Inc.",2011-10-11,14.296071
"AAPL","Apple Inc.",2011-10-12,14.363929
"AAPL","Apple Inc.",2011-10-13,14.586786
"AAPL","Apple Inc.",2011-10-14,15.071429
"AAPL","Apple Inc.",2011-10-17,14.999643
"AAPL","Apple Inc.",2011-10-18,15.08
"AAPL","Apple Inc.",2011-10-19,14.236429
"AAPL","Apple Inc.",2011-10-20,14.118214
"AAPL","Apple Inc.",2011-10-21,14.031071
"AAPL","Apple Inc.",2011-10-24,14.491786
"AAPL","Apple Inc.",2011-10-25,14.206071
"AAPL","Apple Inc.",2011-10-26,14.307143
"AAPL","Apple Inc.",2011-10-27,14.453214
"AAPL","Apple Inc.",2011-10-28,14.4625
"AAPL","Apple Inc.",2011-10-31,14.456429
"AAPL","Apple Inc.",2011-11-01,14.161071
"AAPL","Apple Inc.",2011-11-02,14.193214
"AAPL","Apple Inc.",2011-11-03,14.395357
"AAPL","Apple Inc.",2011-11-04,14.294286
"AAPL","Apple Inc.",2011-11-07,14.276071
"AAPL","Apple Inc.",2011-11-08,14.508214
"AAPL","Apple Inc.",2011-11-09,14.117143
"AAPL","Apple Inc.",2011-11-10,13.757857
"AAPL","Apple Inc.",2011-11-11,13.736429
"AAPL","Apple Inc.",2011-11-14,13.545
"AAPL","Apple Inc.",2011-11-15,13.886786
"AAPL","Apple Inc.",2011-11-16,13.741786
"AAPL","Apple Inc.",2011-11-17,13.478929
"AAPL","Apple Inc.",2011-11-18,13.390714
"AAPL","Apple Inc.",2011-11-21,13.178929
"AAPL","Apple Inc.",2011-11-22,13.446786
"AAPL","Apple Inc.",2011-11-23,13.106786
"AAPL","Apple Inc.",2011-11-25,12.984643
"AAPL","Apple Inc.",2011-11-28,13.432857
"AAPL","Apple Inc.",2011-11-29,13.328571
"AAPL","Apple Inc.",2011-11-30,13.65
"AAPL","Apple Inc.",2011-12-01,13.854643
"AAPL","Apple Inc.",2011-12-02,13.917857
"AAPL","Apple Inc.",2011-12-05,14.036071
"AAPL","Apple Inc.",2011-12-06,13.9625
"AAPL","Apple Inc.",2011-12-07,13.896071
"AAPL","Apple Inc.",2011-12-08,13.952143
"AAPL","Apple Inc.",2011-12-09,14.057857
"AAPL","Apple Inc.",2011-12-12,13.994286
"AAPL","Apple Inc.",2011-12-13,13.886071
"AAPL","Apple Inc.",2011-12-14,13.578214
"AAPL","Apple Inc.",2011-12-15,13.533571
"AAPL","Apple Inc.",2011-12-16,13.607857
"AAPL","Apple Inc.",2011-12-19,13.650357
"AAPL","Apple Inc.",2011-12-20,14.141071
"AAPL","Apple Inc.",2011-12-21,14.158929
"AAPL","Apple Inc.",2011-12-22,14.233929
"AAPL","Apple Inc.",2011-12-23,14.404643
"AAPL","Apple Inc.",2011-12-27,14.518929
"AAPL","Apple Inc.",2011-12-28,14.38
"AAPL","Apple Inc.",2011-12-29,14.468571
"AAPL","Apple Inc.",2011-12-30,14.464286
"AAPL","Apple Inc.",2012-01-03,14.686786
"AAPL","Apple Inc.",2012-01-04,14.765714
"AAPL","Apple Inc.",2012-01-05,14.929643
"AAPL","Apple Inc.",2012-01-06,15.085714
"AAPL","Apple Inc.",2012-01-09,15.061786
"AAPL","Apple Inc.",2012-01-10,15.115714
"AAPL","Apple Inc.",2012-01-11,15.091071
"AAPL","Apple Inc.",2012-01-12,15.049643
"AAPL","Apple Inc.",2012-01-13,14.993214
"AAPL","Apple Inc.",2012-01-17,15.167857
"AAPL","Apple Inc.",2012-01-18,15.325357
"AAPL","Apple Inc.",2012-01-19,15.276786
"AAPL","Apple Inc.",2012-01-20,15.010714
"AAPL","Apple Inc.",2012-01-23,15.264643
"AAPL","Apple Inc.",2012-01-24,15.014643
"AAPL","Apple Inc.",2012-01-25,15.952143
"AAPL","Apple Inc.",2012-01-26,15.879643
"AAPL","Apple Inc.",2012-01-27,15.974286
"AAPL","Apple Inc.",2012-01-30,16.178928
"AAPL","Apple Inc.",2012-01-31,16.302856
"AAPL","Apple Inc.",2012-02-01,16.2925
"AAPL","Apple Inc.",2012-02-02,16.254286
"AAPL","Apple Inc.",2012-02-03,16.417143
"AAPL","Apple Inc.",2012-02-06,16.570356
"AAPL","Apple Inc.",2012-02-07,16.743929
"AAPL","Apple Inc.",2012-02-08,17.024286
"AAPL","Apple Inc.",2012-02-09,17.613214
"AAPL","Apple Inc.",2012-02-10,17.622143
"AAPL","Apple Inc.",2012-02-13,17.950001
"AAPL","Apple Inc.",2012-02-14,18.195
"AAPL","Apple Inc.",2012-02-15,17.77393
"AAPL","Apple Inc.",2012-02-16,17.936071
"AAPL","Apple Inc.",2012-02-17,17.932858
"AAPL","Apple Inc.",2012-02-21,18.387501
